Name,Score
PUZQOJ,27
ENFWFN,29
BFAQDM,88
SCAQLN,37
NPGVRX,91
YLWJRL,57
TKGTXF,17
TJWLGB,88
ZCBNEQ,12
VUGTFO,68
OOFSRS,26
RTRZJR,73
VNODXC,2
KYLNFW,30
FQKGBI,68
OEIRVZ,70
JPTCNS,90
GKXUCC,89
MZSQFP,69
ZYMFHS,42
SAVQDP,89
VSFYGB,19
ODHNTZ,9
NQWLAE,16
CHETRH,63
NPAHVW,55
XLLEPU,73
PWUVHL,75
PZHECB,59
KHFYTS,71
SNGNXN,25
IFIKKT,79
MDOLUI,67
PTHDKD,85
TKYUML,29
OZJWMV,95
FUUVGF,15
NDKVPE,17
FTPYKY,75
IVHWVN,73
AWUUJO,0
JDMYMG,84
XPFSZT,13
MABLIM,12
BSFYOP,33
ECNWVH,92
UDKEXH,0
DGDSSU,2
CUMTFK,80
YUWMKR,2
KCHPZX,5
NGIAMV,67
KRTSLH,13
LNPGSB,17
XPVZVQ,55
WWNFEA,43
WCAUTP,28
PAUPEI,21
MQXLUS,4
CSTEZI,27
JIFBZN,28
OEAOSE,8
XYFUPO,2
JWYLKA,95
VWWUCJ,100
DPYNSV,1
VMNLID,58
TPAXNO,23
VNOQUC,33
MWTQHP,28
IHSTZO,41
MJWBHF,93
CAVSOB,17
DXTVLR,66
UPGIKD,31
HLAEDE,11
WFJDKW,16
SQJDHG,3
ADPLNP,44
GDYGSV,89
UUYNUM,68
WDJZUY,82
LOWZAD,14
UULTTJ,94
KVTGFZ,97
INEFHA,81
MPCFBZ,72
IMFACN,90
HZLCDM,58
TPEFUS,63
IHTDKE,84
UICGFG,13
RCVYMA,16
IBVJZX,96
HAMPTQ,80
SMMTNR,64
UFZDLN,34
WHMREZ,71
LRZJBR,71
VRYPWO,14
CVROPW,9
XBXBVA,94
YTZWZT,83
VYWFJN,27
FJZIQR,81
TNMNAW,25
KYVOFA,37
GUHJHC,99
YNUBXW,88
FDVLWC,46
PKXPOM,92
MRCXKI,10
SZEMZM,73
EJRWFN,80
ETSWHR,31
NVNRTN,92
AUNHCV,21
IZWNXC,84
RZAOKX,38
EMCTEY,33
EBEECU,30
CWLLDX,92
ETAZGW,19
BFHIZV,23
FKYGCN,49
ICSCMX,52
QCPEPC,69
OBWUTO,75
YQBWQC,22
OJRWIM,39
WYCMMS,99
JUBMRO,61
QNAWZR,76
XHLIOL,9
DJRJXI,77
OKXLFA,54
CMALBW,0
LTEJOG,6
WHSOVR,95
ZXKDOZ,54
QCODPI,48
UINWMS,47
EMNYQA,0
ELOKEI,30
SJNETF,46
GQPXHQ,79
HXBYPI,34
TNZLQY,77
PBOYBY,92
RRXOGS,57
VCVKBI,45
HELOVM,81
WEPIDC,10
EUZOIM,97
OMIWWE,28
VCWOGA,69
XVFETN,27
GEDVUZ,62
CHVZTE,44
LPDNDU,36
NNESIJ,85
GONJOY,39
CQHSUM,63
CIWHVJ,36
KVANRT,99
DAXGHU,23
RJRFTD,20
ZHFEWC,49
EKJGMQ,22
COFIJF,60
IJWLKZ,41
WSRECQ,9
VVLWGW,66
JYJJJE,10
MPEZFM,57
UBKSOB,93
DNTOXJ,61
QKEDFN,15
HGZXML,79
XTJOCK,53
TASRXV,80
PZWJOH,72
JVERAE,14
KFVXEV,57
NYLIAL,21
GFTDEN,56
EVXNCR,50
ZQZHDR,73
ZAJFEL,5
ERYRAB,19
WIROQG,88
DULOCF,84
JAKNGL,79
VZDPKL,55
KLASCY,32
ZUZZGT,73
LXHYGE,41
AUTTEN,39
LZJUQR,66
VBEERY,64
DZNYAR,88
CCCIPO,33
HSHHKT,67
BHHTOE,50
MDUCOK,13
PUZFBY,80
YCBPFI,52
MVHGNY,57
VYZMLU,67
FVCIJL,15
NDWCMQ,68
VJMAIP,36
TJWQXV,66
ZMFJZQ,21
JBEDBC,85
BTCPWP,97
RBLGON,52
HYVDEK,5
TBTTOB,92
TQCUCK,80
HPYTYV,72
OBQYHZ,72
OTCOJX,16
NFRXEL,95
GLBEZV,54
WABABE,73
YRTCTM,24
JTUGJR,76
IVECEC,90
XUZGJT,34
BZNMGK,16
SZIVKF,0
LRIMGB,11
LATOOG,8
ZSMKMO,16
POGOMX,36
OGORIP,60
JHCCRK,79
FJDDRJ,42
YMHTIX,94
YVOASN,69
HJJOPT,11
HVQRNP,59
JAMJTM,25
HROILV,75
MLZDCQ,34
YCZOFZ,29
PSLBPY,1
OMMXCF,43
BKLSRO,9
KJRNYD,14
BTCIDI,3
UHPCPM,5
YVPTAL,99
AZYBSJ,47
ETFEEK,56
QSGQHO,5
URUXID,93
BPWGIG,17
NYNWBC,61
VQEHTS,21
IHCZQP,77
YZGATZ,72
KYRKXX,31
TUDAOM,81
CBQPLT,45
MEEVQR,24
JLINYY,52
EOANCZ,51
NRQFDY,74
WERTFD,66
XSXPKX,35
TCQPYT,18
QKUTCS,80
JRFDLP,36
LNAORH,97
NAZLXW,60
CVYPRS,83
KEEMKJ,81
FVDHEN,75
EJBCNU,57
NHOKVG,8
PUNSBV,46
QBSHYZ,73
TIYNFD,42
JEUABF,18
RKVPZZ,9
UWNPSE,69
XTUSKP,57
MWQDKZ,96
EMQSPY,88
HJWXZM,72
ITCABK,65
LJHUTO,46
AZPCQB,46
KEQHRU,42
ZZUMXR,7
MFNCIH,51
XLHLTB,81
HNOQVD,65
XIKLPI,94
KXDOSY,52
TMZTSB,57
QWMVAK,63
ZTJNWZ,8
QPALKZ,0
QQAQYP,86
PCNSWA,47
CEHAMO,85
EEWBOD,79
JNNOEM,34
WECQNN,84
STDGYS,11
HBRGPI,46
ESCHXN,94
PAXFSC,3
KMJBEY,95
WPGGIX,25
BXKNOT,93
QWTWZG,36
RPWAPZ,16
OGYJOX,72
WQKURC,40
JRIZXU,78
XPWYQB,39
PXBCZG,27
GCXQTL,47
JUZIVW,19
KOYMVP,54
ILXSJY,21
INRPJO,48
EJEQSL,17
ATIFNE,18
YQBNMR,82
POYEXQ,11
ETIKRT,55
RILOLC,36
PESBPV,63
CHIVME,64
RZAGZJ,84
WHPYAS,30
YVEFLI,11
QLOBWY,56
FXCPJJ,21
YCDYKC,72
SVKUQV,80
YIYDHI,82
IDONTY,54
YKDIFW,95
DGFVCH,16
UWIZGO,89
KPGTMN,40
FCTAPQ,95
ODSWAU,83
OGREHB,95
XAYFZC,0
TEUEPX,66
CWVSLY,100
MOHYQI,81
HJJDYT,56
PPHURW,68
NQFRAJ,33
VHTAVM,90
DMQSJC,4
RLKNVS,79
OWSSBG,67
PVRETJ,96
OFZGRB,36
IMDENV,27
RPKFTD,27
XISETN,96
UNSHSH,90
QJAREU,29
FNQFLH,28
GLYFDO,81
WNIMQJ,4
ZDWQPX,85
FGKPFR,100
GOHDOH,50
ZUPAZM,66
ZJNQIG,53
QULFOA,11
ZTFKHL,69
WXNSYO,19
IMFHQY,54
AUSHIT,8
ESBOOV,17
VADZLL,3
TQUAFG,46
FMMPWT,18
KLRFTP,58
AEIKOD,52
SOWYLE,97
KWAMRM,27
FZVEZU,57
HQMREK,76
JAKBTQ,73
TRRTZZ,33
PDKJNJ,97
KCSIGA,4
KDZCSQ,62
HMTQLK,44
HJBZPU,72
UTBKBC,21
XFWLHQ,43
DPAIJG,16
USBBAA,98
TLDPHV,12
CKFANC,13
DZPGDR,24
LFEXLJ,18
KLUVUO,36
IQSWHC,44
JBHFYZ,62
UWGHTM,95
LIVMNT,18
GIPJTM,98
QUKOUC,85
OFXZOU,10
EEMRBT,97
JOYEAE,63
NYHPDY,80
FLZVNH,97
SXDYRY,82
LSPQHP,100
DEOBNZ,4
QLUCQM,25
GYEWOY,47
JNLOUB,87
EQCZGS,75
EXFCVW,90
VIFHIP,55
XPQELC,22
LZWSYI,93
KENIBU,87
YBYUMK,85
YSEGKA,20
IILTED,70
OFXIUA,48
CMKCAA,87
IIOLJP,55
QCDHED,8
COIMAD,15
VIGOWY,59
WEBASN,21
JCXSUC,99
WNAWGP,68
NQTLQY,3
RGSTFE,52
KEANOF,15
JOBNBS,18
COFHYL,75
HIFYPG,56
JRRHHE,41
EZGMXB,17
MTCBJI,58
YZLONQ,44
YYEYDA,97
TTJKNE,89
ARCZBD,12
NDVVVW,65
FLJEWQ,30
QWPNJR,84
MHEDKB,15
QZYDAK,0
CYGZSQ,24
NYWHZJ,29
TSDQDM,87
EHCAFH,0
XFMLWG,61
ZYWOMT,46
BULTYV,95
MWRPXT,39
JIMBKS,11
WBVBOU,75
IGHMMU,20
QEDQPL,40
JEQFCX,47
VSBDUT,97
MJPYJB,98
IOCUZC,12
MWIFLN,99
FUWCVV,61
VVANWA,94
UXVVBH,71
MHWGPB,58
YKZDUT,44
AIPTIW,5
ZEGGBJ,88
PWDLDH,3
OLSNIS,87
TJQETJ,5
DHIAWD,66
BCRAKX,91
WOORVY,79
GKDWUE,2
DDTAHN,66
VFQZQS,27
DHLIYG,74
RWZEFL,86
GYMFNZ,4
WFSOIJ,3
HJPTVV,35
DFZXHT,65
NFFKNK,29
UECHXQ,57
TGLHBJ,39
VRQBEV,100
LVRSAE,77
KTJLOK,85
BPIYVG,93
OISOIK,79
OOSOFV,73
BTKZZL,24
ESNXIV,26
GLHWQA,27
WAPBAB,90
EYNJWI,66
AJFSRD,70
YOZCUO,71
DCHKVO,51
HOLAJO,97
UUYNED,30
VLZRBM,35
PYOIQO,0
ZPPYWM,58
BMKTLE,94
IAMQHP,3
RLVSWI,55
NTKLGJ,11
ARJGMC,44
KJETPO,32
HPZJIV,91
FGUYJP,85
IIBBYR,40
QLDQWN,35
UEBMDL,21
PEIYMH,98
XCEELA,53
YVRUNK,99
AKOEZB,83
XTVPQP,98
YSJMBE,61
GIEBFL,6
JJFUNO,100
HHBLZX,16
RCTTLL,14
VVMGQD,60
NVGBSA,84
DQOPYA,72
IHTZQM,67
HGTBKV,9
YXJUKS,74
XYIFSK,43
AJGMQY,85
PBKRRO,19
OUKPHF,18
DMNWQI,12
KCSQAD,69
PNYUOB,2
UDFBUE,38
ILMQDE,58
RQKBHW,49
ZWSNHO,58
EMGNDS,86
QSAKRU,32
FURLGF,41
XLEFXW,13
LACNVM,45
MLQXXW,15
HVGDRP,66
WOZEEC,1
UQQQYF,13
UFFPVM,27
OAQYPO,47
CKUOGW,63
OHNSRF,83
YZTQCN,91
NNDEFK,3
LELWIC,89
TFRUCZ,83
POFESD,53
TBNDDE,97
NGNOLM,48
HXYTHJ,70
VKKQAX,46
LSMKGZ,10
VCPSKD,0
ZCYQSN,0
QUVBLZ,1
HIMRDP,44
GRBJTQ,70
TJQLLL,93
ZSOFMG,85
JEFUVM,37
JDIIJD,65
ZIWEQB,100
IWGMJF,3
IEWBWP,20
BXRBBT,100
TIOQTH,48
WDWEPG,62
TMRUHD,65
TFFFGY,5
WMNCEK,11
XYJNVA,26
YILSIY,99
DTSYOY,36
JXXGIQ,34
WHWZNR,30
WXLZNO,28
PVGVVJ,40
TBEUXP,58
NLVBPU,64
OLCIEJ,21
VKGSGU,33
IDVSWU,46
CPQTSY,66
UOMUAS,79
WOOVCF,69
HSPJQM,14
BNYVUP,7
HJWNBQ,39
MLUPTD,82
OGRCLR,46
KGHJBL,72
ARBLRS,46
IKLLOQ,35
AYJWKQ,13
BNTEZI,90
YTUAKY,17
PLPAEC,31
WGLZOE,73
OSDTQU,60
WMNPYM,46
PEQRYP,70
OXVXJY,34
NKFPLV,49
VGOFCH,33
IQDVLH,100
EETUDJ,11
DXIGXJ,67
EJDUZR,46
KUNDTD,73
EFPYTQ,5
ZIIDTC,97
WWZJWS,8
ETHRIT,82
AQTNZI,6
LNVABY,17
VRVTGZ,58
RYXJQU,99
GTUGQY,0
PZFIYP,15
CHHZMF,17
RIJKQL,82
TZILIP,12
VPSTBE,24
EFBDDM,56
LPKKCQ,89
NFIXNV,29
PTZTZR,33
IZNMYU,27
FYGLCG,48
TFLOCG,78
SZHFXK,49
QLKDNO,73
ILWPDV,78
OKVSID,35
XFHPGS,51
NPRWBX,38
EGHYSL,41
KVFNTH,45
BOEUHS,94
WUIUAT,78
WZMCQD,44
SHONVI,68
LPWXFK,78
MLTAEY,91
NPBZSS,36
QWEGXR,11
COFNAK,84
VIQWGW,10
NNJMBO,59
SWRDVI,84
DWQZDF,47
